MsgID.LOCAL_VELOCITY,5.7530000,0.0000095,0.0000051,0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924800,0.1900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,6.0040000,-0.0522240,0.2934629,-0.1587299
MsgID.LOCAL_VELOCITY,6.0040000,-0.0000227,0.0000169,0.0000110
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.2540000,-0.0521896,0.2934653,-0.1122957
MsgID.LOCAL_VELOCITY,6.2540000,0.0000101,-0.0000046,0.0000146
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.5040000,-0.0523032,0.2937904,-0.0679738
MsgID.LOCAL_VELOCITY,6.5040000,-0.0000084,0.0000141,0.0000068
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.0190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.7540000,-0.0597448,0.2900755,-0.0194861
MsgID.LOCAL_VELOCITY,6.7540000,-0.0000065,0.0000046,0.0000047
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924797,-0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.0050000,-0.0851849,0.2455689,0.0155601
MsgID.LOCAL_VELOCITY,7.0050000,0.0000016,0.0000050,-0.0000029
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924810,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.2540000,0.0639623,0.2790245,0.0438047
MsgID.LOCAL_VELOCITY,7.2540000,0.0000214,0.0000149,0.0000088
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924804,-0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.5050000,-0.0056314,0.3915752,0.0591022
MsgID.LOCAL_VELOCITY,7.5050000,0.0000158,-0.0000198,0.0000076
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924788,-0.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,7.7550000,-0.1798260,0.3997481,0.0664415
MsgID.LOCAL_VELOCITY,7.7550000,0.0000037,-0.0045048,-0.0138498
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924800,-0.0700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,8.0050000,-0.0486886,0.2584729,0.0707419
MsgID.LOCAL_VELOCITY,8.0050000,0.0001475,-0.0052794,-0.0519318
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924810,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.0100000
MsgID.LOCAL_POSITION,8.2550000,0.0692814,0.2864482,0.0620079
MsgID.LOCAL_VELOCITY,8.2550000,0.0043817,-0.0206990,0.0122734
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924799,-0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0300000,0.0000000
MsgID.LOCAL_POSITION,8.5050000,-0.0587937,0.2831990,0.0651218
MsgID.LOCAL_VELOCITY,8.5050000,0.0009600,-0.0322348,0.0076966
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924799,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,-0.0300000
MsgID.LOCAL_POSITION,8.7550000,-0.0596374,0.3424972,0.0621741
MsgID.LOCAL_VELOCITY,8.7550000,0.0073706,-0.0493621,-0.0389654
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924800,-0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0500000,-0.0400000
MsgID.LOCAL_POSITION,9.0060000,-0.0480068,0.4022884,0.0520289
MsgID.LOCAL_VELOCITY,9.0060000,0.0095664,-0.0572263,-0.0471496
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924799,-0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0600000,0.0300000
MsgID.LOCAL_POSITION,9.2570000,-0.0593899,0.2175296,0.0468093
MsgID.LOCAL_VELOCITY,9.2570000,0.0069743,-0.0608577,0.0324810
MsgID.LOCAL_POSITION,9.5070000,-0.0685205,0.1709358,0.0515654
MsgID.LOCAL_VELOCITY,9.5070000,0.0065100,-0.0491213,0.0914939
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924798,-0.0510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,0.0900000
MsgID.LOCAL_POSITION,9.7560000,0.0942957,0.1800191,0.0418359
MsgID.LOCAL_VELOCITY,9.7560000,-0.0000429,0.0000455,-0.0000071
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924813,-0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,10.0070000,0.0421772,0.0685723,0.0141581
MsgID.LOCAL_VELOCITY,10.0070000,0.0000191,-0.0000167,0.0000071
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7924808,-0.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7924796,0.0210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.2570000,-0.0941943,0.0703124,-0.0219362
MsgID.LOCAL_VELOCITY,10.2570000,0.0000077,-0.0000145,0.0000092
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924795,0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.5060000,-0.0970019,0.3096316,-0.0546432
MsgID.LOCAL_VELOCITY,10.5060000,-0.0000051,-0.0000019,0.0000056
MsgID.LOCAL_POSITION,10.7570000,0.0381197,0.2429902,-0.0842018
MsgID.LOCAL_VELOCITY,10.7570000,-0.0000138,-0.0000293,0.0000058
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924808,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924811,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.0070000,0.0757501,0.1003697,-0.1017625
MsgID.LOCAL_VELOCITY,11.0070000,-0.0000035,0.0000189,0.0000147
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924789,0.1080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.2580000,-0.1676090,0.3581056,-0.1081444
MsgID.LOCAL_VELOCITY,11.2580000,-0.0000133,0.0000147,0.0000061
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924804,0.1020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.5070000,-0.0043444,0.2616614,-0.1021253
MsgID.LOCAL_VELOCITY,11.5070000,0.0000173,0.0000030,0.0000179
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924811,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.7580000,0.0704096,0.2197070,-0.0863313
MsgID.LOCAL_VELOCITY,11.7580000,0.0000286,-0.0000212,0.0000110
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924801,0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.0080000,-0.0393748,0.2381840,-0.0672978
MsgID.LOCAL_VELOCITY,12.0080000,0.0000284,0.0000182,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924799,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.2570000,-0.0583148,0.3123335,-0.0504811
MsgID.LOCAL_VELOCITY,12.2570000,0.0000136,-0.0000088,0.0000121
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924795,0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.5070000,-0.1029613,0.2920864,-0.0418683
MsgID.LOCAL_VELOCITY,12.5070000,0.0000280,-0.0000266,0.0000100
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924796,0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.7580000,-0.0917851,0.2420993,-0.0440502
MsgID.LOCAL_VELOCITY,12.7580000,-0.0000021,0.0000218,0.0000053
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924811,0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.0080000,0.0810570,0.3294845,-0.0569392
MsgID.LOCAL_VELOCITY,13.0080000,0.0000061,0.0000044,0.0000067
MsgID.LOCAL_POSITION,13.2580000,0.0409469,0.1072413,-0.0785755
MsgID.LOCAL_VELOCITY,13.2580000,-0.0000086,0.0000039,0.0000096
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924808,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.5080000,-0.1164619,0.1558151,-0.1047858
MsgID.LOCAL_VELOCITY,13.5080000,0.0000006,0.0000087,0.0000196
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924794,0.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.7590000,-0.1714603,0.2198646,-0.1370057
MsgID.LOCAL_VELOCITY,13.7590000,0.0000144,-0.0000170,0.0000185
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924789,0.1370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924807,0.1670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.0080000,0.0336484,0.2714763,-0.1677994
MsgID.LOCAL_VELOCITY,14.0080000,-0.0000039,0.0000022,0.0000157
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924811,0.1950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.2580000,0.0808422,0.2965254,-0.1956602
MsgID.LOCAL_VELOCITY,14.2580000,-0.0000128,-0.0000037,0.0000202
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924799,0.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.5080000,-0.0621779,0.2259285,-0.2192424
MsgID.LOCAL_VELOCITY,14.5080000,-0.0000014,-0.0000206,0.0000154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924787,0.2380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.7580000,-0.1951128,0.2195297,-0.2381533
MsgID.LOCAL_VELOCITY,14.7580000,-0.0000165,-0.0000012,0.0000131
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924793,0.2530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.0090000,-0.1200504,0.2050835,-0.2536355
MsgID.LOCAL_VELOCITY,15.0090000,-0.0000081,-0.0000040,0.0000124
MsgID.LOCAL_POSITION,15.2590000,-0.1016504,0.0875740,-0.2641042
MsgID.LOCAL_VELOCITY,15.2590000,0.0000133,0.0000160,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924795,0.2640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924808,0.2700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.5080000,0.0418061,0.2497141,-0.2704903
MsgID.LOCAL_VELOCITY,15.5080000,0.0000162,-0.0000050,0.0000103
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924817,0.2710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.7590000,0.1399073,0.2946097,-0.2715980
MsgID.LOCAL_VELOCITY,15.7590000,0.0000112,0.0000012,0.0000164
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7924812,0.2650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.0100000,0.0828598,0.0714210,-0.2659435
MsgID.LOCAL_VELOCITY,16.0100000,0.0000318,-0.0000336,0.0000251
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924811,0.2540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.2610000,0.0714226,0.1954077,-0.2542677
MsgID.LOCAL_VELOCITY,16.2610000,0.0000250,0.0000035,0.0000192
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7924791,0.2360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.5110000,-0.1514875,0.1299477,-0.2361254
MsgID.LOCAL_VELOCITY,16.5110000,-0.0000105,0.0000081,0.0000127
MsgID.GLOBAL_POSITION,0.0000000,-122.3974519,37.7924791,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.7600000,-0.1517221,0.1225899,-0.2204943
MsgID.LOCAL_VELOCITY,16.7600000,0.0000143,-0.0000256,0.0000192
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924805,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.0120000,0.0128178,0.3428188,-0.2090055
MsgID.LOCAL_VELOCITY,17.0120000,-0.0000072,0.0000148,0.0000169
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924814,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.2610000,0.1075053,0.2541593,-0.2060479
MsgID.LOCAL_VELOCITY,17.2610000,-0.0000174,0.0000013,0.0000110
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924802,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.5110000,-0.0247040,0.1930468,-0.2096966
MsgID.LOCAL_VELOCITY,17.5110000,-0.0000114,0.0000038,0.0000184
MsgID.LOCAL_POSITION,17.7610000,-0.0270461,0.2195295,-0.2159726
MsgID.LOCAL_VELOCITY,17.7610000,0.0000069,0.0000025,0.0000150
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924802,0.2150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,18.0120000,-0.0364004,0.2151638,-0.2216774
MsgID.LOCAL_VELOCITY,18.0120000,-0.0000100,0.0000053,0.0000108
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924801,0.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.2620000,-0.1826205,0.1842590,-0.2209657
MsgID.LOCAL_VELOCITY,18.2620000,0.0000139,-0.0000002,0.0000156
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924788,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.5120000,-0.1084203,0.3388811,-0.2093594
MsgID.LOCAL_VELOCITY,18.5120000,-0.0000104,0.0000074,0.0000164
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924794,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.7630000,-0.0423928,0.3257500,-0.1874531
MsgID.LOCAL_VELOCITY,18.7630000,-0.0000127,0.0000079,0.0000201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924800,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924800,0.1490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.0120000,-0.0446916,0.2006235,-0.1493474
MsgID.LOCAL_VELOCITY,19.0120000,0.0000165,-0.0000145,0.0000240
MsgID.LOCAL_POSITION,19.2630000,-0.1488489,0.2395743,-0.1076579
MsgID.LOCAL_VELOCITY,19.2630000,0.0000179,-0.0000271,0.0000245
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924791,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924791,0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.5120000,-0.1488288,0.4050874,-0.0569284
MsgID.LOCAL_VELOCITY,19.5120000,0.0000304,-0.0000079,0.0000193
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924804,0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.7630000,-0.0051467,0.3147841,-0.0153615
MsgID.LOCAL_VELOCITY,19.7630000,0.0000172,-0.0000194,0.0000123
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924802,-0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.0130000,-0.0296733,0.2205220,0.0224404
MsgID.LOCAL_VELOCITY,20.0130000,-0.0000136,-0.0000257,0.0000131
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924792,-0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.2620000,-0.1376027,0.2195296,0.0413241
MsgID.LOCAL_VELOCITY,20.2620000,-0.0000046,-0.0000325,0.0000122
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924784,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.5130000,-0.2204063,0.2672175,0.0404601
MsgID.LOCAL_VELOCITY,20.5130000,0.0000057,0.0000044,0.0000097
MsgID.LOCAL_POSITION,20.7630000,-0.2039893,0.3935221,0.0183460
MsgID.LOCAL_VELOCITY,20.7630000,0.0000261,-0.0000312,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924786,-0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,21.0140000,-0.1772719,0.3788455,-0.0278989
MsgID.LOCAL_VELOCITY,21.0140000,0.0000170,-0.0000130,0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924788,0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924795,0.0790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.2630000,-0.1059264,0.2851457,-0.0799586
